article_id,year,author
1829,2008,David E Over
1830,2008,Seppe Santens
1830,2008,Wim Gevers
1831,2008,Susan A J Birch
1831,2008,Sophie A Vauthier
1831,2008,Paul Bloom
1832,2008,Jonathan I Flombaum
1832,2008,Brian J Scholl
1832,2008,Zenon W Pylyshyn
1833,2008,Camilla K Gilmore
1833,2008,Elizabeth S Spelke
1834,2008,Michael Tombu
1834,2008,Adriane E Seiffert
1835,2008,Megha Sundara
1835,2008,Linda Polka
1835,2008,Monika Molnar
1836,2008,Jared M Novick
1836,2008,Sharon L Thompson-Schill
1836,2008,John C Trueswell
1837,2008,Paola Bonifacci
1837,2008,Margaret J Snowling
1838,2008,Craig G Chambers
1838,2008,Valerie San Juan
1839,2008,Matthew R Longo
1839,2008,Friederike Schüür
1839,2008,Marjolein P M Kammers
1839,2008,Manos Tsakiris
1839,2008,Patrick Haggard
1840,2008,Cristina Burani
1840,2008,Stefania Marcolini
1840,2008,Maria De Luca
1840,2008,Pierluigi Zoccolotti
1841,2008,G M McArthur
1841,2008,D Ellis
1841,2008,C M Atkinson
1841,2008,M Coltheart
1842,2008,Malathi Thothathiri
1842,2008,Jesse Snedeker
1843,2008,Ori Friedman
1843,2008,Karen R Neary
1844,2008,Melissa A Redford
1845,2008,Kristina R Olson
1845,2008,Elizabeth S Spelke
1846,2008,Kerry E Jordan
1846,2008,Sumarga H Suanda
1846,2008,Elizabeth M Brannon
1847,2008,Alex O Holcombe
1847,2008,Patrick Cavanagh
1848,2008,Sachiko Kinoshita
1848,2008,Kenneth I Forster
1848,2008,Michael C Mozer
1849,2008,Katherine S White
1849,2008,Sharon Peperkamp
1849,2008,Cecilia Kirk
1849,2008,James L Morgan
1850,2008,Pat Barclay
1851,2007,Sarah Brown-Schmidt
1851,2007,Christine Gunlogson
1851,2007,Michael K Tanenhaus
1852,2008,David Barner
1852,2008,Justin Wood
1852,2008,Marc Hauser
1852,2008,Susan Carey
1853,2007,Joshua D Greene
1853,2007,Sylvia A Morelli
1853,2007,Kelly Lowenberg
1853,2007,Leigh E Nystrom
1853,2007,Jonathan D Cohen
1854,2007,Matthew Goldrick
1854,2007,Meredith Larson
1855,2007,Hilda M Fehd
1855,2007,Adriane E Seiffert
1856,2008,Emmanuel M Pothos
1856,2008,James Close
1857,2008,Candice M Mills
1857,2008,Frank C Keil
1858,2008,Daphne Bavelier
1858,2008,Elissa L Newport
1858,2008,Matt Hall
1858,2008,Ted Supalla
1858,2008,Mrim Boutla
1859,2007,Jenny Saffran
1859,2007,Marc Hauser
1859,2007,Rebecca Seibel
1859,2007,Joshua Kapfhamer
1859,2007,Fritz Tsao
1859,2007,Fiery Cushman
1860,2007,Catherine Sophian
1860,2007,Yun Chu
1861,2008,Victoria Southgate
1861,2008,Mark H Johnson
1861,2008,Gergely Csibra
1862,2008,N Escoffier
1862,2008,B Tillmann
1863,2008,Antonino Vallesi
1863,2008,Malcolm A Binns
1863,2008,Tim Shallice
1864,2007,Elizabeth Wonnacott
1864,2007,Duane G Watson
1865,2008,Valérie Camos
1865,2008,Barbara Tillmann
1866,2007,George E Newman
1866,2007,Patricia Herrmann
1866,2007,Karen Wynn
1866,2007,Frank C Keil
1867,2007,Ruth Filik
1867,2007,Anthony J Sanford
1868,2007,Alastair D Smith
1868,2007,Iain D Gilchrist
1868,2007,Kirsten Cater
1868,2007,Naimah Ikram
1868,2007,Kylie Nott
1868,2007,Bruce M Hood
1869,2007,Mathieu Le Corre
1869,2007,Susan Carey
1870,2007,Tamar Kushnir
1870,2007,Henry M Wellman
1870,2007,Susan A Gelman
1871,2007,Jamie I D Campbell
1871,2007,Arron W S Metcalfe
1872,2007,Steve Majerus
1872,2007,Martine Poncelet
1872,2007,Martial Van der Linden
1872,2007,Brendan S Weekes
1873,2007,Dare Baldwin
1873,2007,Annika Andersson
1873,2007,Jenny Saffran
1873,2007,Meredith Meyer
1874,2007,Katherine D Kinzler
1874,2007,Kristin Shutts
1875,2007,Richard A Abrams
1875,2007,Christopher C Davoli
1875,2007,Feng Du
1875,2007,William H Knapp
1875,2007,Daniel Paull
1876,2007,Andrea M Loftus
1876,2007,Michael E R Nicholls
1876,2007,Jason B Mattingley
1876,2007,John L Bradshaw
1877,2007,Meinou H de Vries
1877,2007,Padraic Monaghan
1877,2007,Stefan Knecht
1877,2007,Pienie Zwitserlood
1878,2007,Johannes C Ziegler
1878,2007,Caroline Castel
1878,2007,Catherine Pech-Georgel
1878,2007,Florence George
1878,2007,F-Xavier Alario
1878,2007,Conrad Perry
1879,2007,Athena Vouloumanos
1880,2007,Elisabeth Pacherie
1881,2007,Wendy J Adams
1882,2007,Debi Roberson
1882,2007,Hyensou Pak
1882,2007,J Richard Hanley
1883,2007,Joanne L Brebner
1883,2007,C Neil Macrae
1884,2007,Douglas H Wedell
1884,2007,Rodrigo Moro
1885,2007,Henry Railo
1885,2007,Mika Koivisto
1885,2007,Antti Revonsuo
1885,2007,Minna M Hannula
1886,2007,Qi Wang
1887,2007,P E G Bestelmeyer
1887,2007,B C Jones
1887,2007,L M Debruine
1887,2007,A C Little
1887,2007,D I Perrett
1887,2007,A Schneider
1887,2007,L L M Welling
1887,2007,C A Conway
1888,2007,Gergely Csibra
1889,2007,Ian A Apperly
1890,2007,Mark Yates
1890,2007,John Friend
1890,2007,Danielle M Ploetz
1891,2007,Susan J Hespos
1891,2007,Renée Baillargeon
1892,2007,Kai Engbert
1892,2007,Andreas Wohlschläger
1892,2007,Patrick Haggard
1893,2007,David H Rakison
1893,2007,Jaime Derringer
1894,2007,Grant Gutheil
1894,2007,Susan A Gelman
1894,2007,Eileen Klein
1894,2007,Katherine Michos
1894,2007,Kara Kelaita
1895,2007,Lance J Rips
1895,2007,Jennifer Asmuth
1895,2007,Amber Bloomfield
1896,2007,Tanya Kraljic
1896,2007,Susan E Brennan
1896,2007,Arthur G Samuel
1897,2007,David P McCabe
1897,2007,Alan D Castel
1898,2007,Stephen R H Langton
1898,2007,Anna S Law
1898,2007,A Mike Burton
1898,2007,Stefan R Schweinberger
1899,2007,Chris Davis
1899,2007,Jeesun Kim
1899,2007,Kenneth I Forster
1900,2007,Andrei Cimpian
1900,2007,Ellen M Markman
1901,2007,Bhuvana Narasimhan
1901,2007,Christine Dimroth
1902,2007,Rebecca Bull
1902,2007,Louise H Phillips
1902,2007,Claire A Conway
1903,2007,Hartmut Blank
1903,2007,Steffen Nestler
1903,2007,Gernot von Collani
1903,2007,Volkhard Fischer
1904,2007,Lisa Feigenson
1905,2007,Maha Adamo
1905,2007,Carson Pun
1905,2007,Jay Pratt
1905,2007,Susanne Ferber
1906,2007,Karen Mattock
1906,2007,Monika Molnar
1906,2007,Linda Polka
1906,2007,Denis Burnham
1907,2007,Xinlin Zhou
1907,2007,Chuansheng Chen
1907,2007,Lan Chen
1907,2007,Qi Dong
1908,2007,Anthony C Little
1908,2007,Lisa M DeBruine
1908,2007,Benedict C Jones
1908,2007,Corri Waitt
1909,2007,Marci S Decaro
1909,2007,Robin D Thomas
1909,2007,Sian L Beilock
1910,2007,Duane G Watson
1910,2007,Jennifer E Arnold
1910,2007,Michael K Tanenhaus
1911,2007,Geoffrey P Goodwin
1911,2007,John M Darley
1912,2007,Linda Smith
1912,2007,Chen Yu
1913,2007,Rebecca Treiman
1913,2007,Bruce F Pennington
1913,2007,Lawrence D Shriberg
1913,2007,Richard Boada
1914,2007,Véronique Izard
1914,2007,Stanislas Dehaene
1915,2007,Chiara Turati
1915,2007,Hermann Bulf
1915,2007,Francesca Simion
1916,2006,Derek G Moore
1916,2006,Julia E Goodwin
1916,2006,Rachel George
1916,2006,Emma L Axelsson
1916,2006,Fleur M B Braddick
1917,2007,Roger Levy
1918,2007,Ian A Apperly
1918,2007,Elisa Back
1918,2007,Dana Samson
1918,2007,Lisa France
1919,2007,Sandra C Lozano
1919,2007,Bridgette Martin Hard
1919,2007,Barbara Tversky
1920,2007,Wim De Neys
1920,2007,Tamara Glumicic
1921,2007,Samuel B Day
1921,2007,Daniel M Bartels
1922,2007,Daniel M Oppenheimer
1922,2007,Michael C Frank
1923,2007,Tobias Brosch
1923,2007,Didier Grandjean
1923,2007,David Sander
1923,2007,Klaus R Scherer
1924,2007,Susan E Brennan
1924,2007,Xin Chen
1924,2007,Christopher A Dickinson
1924,2007,Mark B Neider
1924,2007,Gregory J Zelinsky
1925,2007,Katsumi Watanabe
1926,2007,Catherine Wilburn
1926,2007,Aidan Feeney
1927,2007,Madelijn Strick
1927,2007,Rob W Holland
1927,2007,Ad van Knippenberg
1928,2007,Anton J M Dijker
1929,2007,Emmanuel Dupoux
1929,2007,Núria Sebastián-Gallés
1929,2007,Eduardo Navarrete
1929,2007,Sharon Peperkamp
1930,2007,Kylie J Barnett
1930,2007,Ciara Finucane
1930,2007,Julian E Asher
1930,2007,Gary Bargary
1930,2007,Aiden P Corvin
1930,2007,Fiona N Newell
1930,2007,Kevin J Mitchell
1931,2007,Shai Gabay
1931,2007,Avishai Henik
1932,2007,Leher Singh
1933,2007,Cristina Becchio
1933,2007,Luisa Sartori
1933,2007,Maria Bulgheroni
1933,2007,Umberto Castiello
1934,2007,David Barner
1934,2007,Laura Wagner
1934,2007,Jesse Snedeker
1935,2007,Yi-hui Hung
1935,2007,Daisy L Hung
1935,2007,Ovid J-L Tzeng
1935,2007,Denise H Wu
1936,2007,Susan Wagner Cook
1936,2007,Zachary Mitchell
1936,2007,Susan Goldin-Meadow
1937,2007,Ivilin Stoianov
1937,2007,Peter Kramer
1937,2007,Carlo Umiltà
1937,2007,Marco Zorzi
1938,2007,Lisa K Fazio
1938,2007,Elizabeth J Marsh
1939,2007,Weimin Mou
1939,2007,Yanli Fan
1939,2007,Timothy P McNamara
1939,2007,Charles B Owen
1940,2007,Joanne N Lee
1940,2007,Letitia R Naigles
1941,2007,Verónica C Ramenzoni
1941,2007,Michael A Riley
1941,2007,Kevin Shockley
1941,2007,Tehran Davis
1942,2007,Wim Notebaert
1942,2007,Tom Verguts
1943,2007,Natacha Mendes
1943,2007,Hannes Rakoczy
1943,2007,Josep Call
1944,2007,Carlo Geraci
1944,2007,Marta Gozzi
1944,2007,Costanza Papagno
1944,2007,Carlo Cecchetto
1945,2007,Ann R Bradlow
1945,2007,Tessa Bent
1946,2007,William G Hayward
1946,2007,Gillian Rhodes
1946,2007,Adrian Schwaninger
1947,2007,Ruth Filik
1948,2007,Joo-Hyun Song
1948,2007,Ken Nakayama
1949,2007,Kim Plunkett
1949,2007,Jon-Fan Hu
1949,2007,Leslie B Cohen
1950,2007,Adam E Green
1950,2007,Jonathan A Fugelsang
1950,2007,David J M Kraemer
1950,2007,Kevin N Dunbar
1951,2007,Daniel Casasanto
1951,2007,Lera Boroditsky
1952,2007,Sarah C Creel
1952,2007,Richard N Aslin
1952,2007,Michael K Tanenhaus
1953,2007,Eric Margolis
1953,2007,Stephen Laurence
1954,2007,Joseph P Magliano
1954,2007,John J Skowronski
1954,2007,M Anne Britt
1954,2007,C Dominik Güss
1954,2007,Chris Forsythe
1955,2007,Daniele Schön
1955,2007,Maud Boyer
1955,2007,Sylvain Moreno
1955,2007,Mireille Besson
1955,2007,Isabelle Peretz
1955,2007,Régine Kolinsky
1956,2007,Tom Verguts
1956,2007,Filip Van Opstal
1957,2007,Amy E Booth
1958,2007,Tali Sharot
1958,2007,Andrew P Yonelinas
1959,2007,Laura A Carlson
1959,2007,Shannon R Van Deman
1960,2007,Fabrice B R Parmentier
1960,2007,Gregory Elford
1960,2007,Carles Escera
1960,2007,Pilar Andrés
1960,2007,Iria San Miguel
1961,2007,Nicola Molinaro
1961,2007,Albert Kim
1961,2007,Francesco Vespignani
1961,2007,Remo Job
1962,2007,Niels O Schiller
1963,2007,Paola Bressan
1963,2007,Silvia Pizzighello
1964,2007,Martin L Jönsson
1964,2007,James A Hampton
1965,2007,Raymond W Gibbs
1965,2007,Gregory A Bryant
1966,2007,Gary M Oppenheim
1966,2007,Gary S Dell
1967,2007,Vittorio Girotto
1967,2007,Michel Gonzalez
1968,2007,Melissa Allen Preissler
1968,2007,Paul Bloom
1969,2007,Marko Nardini
1969,2007,Janette Atkinson
1969,2007,Neil Burgess
1970,2007,Megha Sundara
1970,2007,Linda Polka
1971,2007,Justin N Wood
1971,2007,Marc D Hauser
1971,2007,David D Glynn
1971,2007,David Barner
1972,2007,Peter Juslin
1972,2007,Linnea Karlsson
1972,2007,Henrik Olsson
1973,2007,Lyn Frazier
1973,2007,Charles Clifton
1973,2007,Britta Stolterfoht
1974,2007,Noriko Hoshino
1974,2007,Judith F Kroll
1975,2007,Jennifer A K Green
1975,2007,Usha Goswami
1976,2007,Brendan S Weekes
1976,2007,Stephen Hamilton
1976,2007,Jane V Oakhill
1976,2007,Robyn E Holliday
1977,2007,Gustav Kuhn
1977,2007,Zoltán Dienes
1978,2007,Sükrü Bariş Demiral
1978,2007,Matthias Schlesewsky
1978,2007,Ina Bornkessel-Schlesewsky
1979,2007,Bruce M Hood
1979,2007,Paul Bloom
1980,2007,Yvonne M Asher
1980,2007,Deborah G Kemler Nelson
1981,2007,Han L J van der Maas
1981,2007,Philip T Quinlan
1981,2007,Brenda R J Jansen
1982,2007,Ben Ambridge
1982,2007,Julian M Pine
1982,2007,Caroline F Rowland
1982,2007,Chris R Young
1983,2007,David Waller
1983,2007,Yvonne Lippa
1983,2007,Adam Richardson
1984,2007,David R Mandel
1985,2007,Daniel M Oppenheimer
1985,2007,Robyn A LeBoeuf
1985,2007,Noel T Brewer
1986,2007,Janellen Huttenlocher
1986,2007,Marina Vasilyeva
1986,2007,Nora Newcombe
1986,2007,Sean Duffy
1987,2007,Ansgar D Endress
1987,2007,Ghislaine Dehaene-Lambertz
1987,2007,Jacques Mehler
1988,2007,Roi Cohen Kadosh
1988,2007,Joseph Tzelgov
1988,2007,Avishai Henik
1989,2007,Albert Costa
1989,2007,Mireia Hernández
1989,2007,Núria Sebastián-Gallés
1990,2007,Sharon Peperkamp
1991,2007,Paul D Siakaluk
1991,2007,Penny M Pexman
1991,2007,Laura Aguilera
1991,2007,William J Owen
1991,2007,Christopher R Sears
1992,2007,Paulo Ventura
1992,2007,José Morais
1992,2007,Régine Kolinsky
1993,2007,Daniel N Bub
1993,2007,Michael E J Masson
1993,2007,George S Cree
1994,2007,Adélaïde de Heering
1994,2007,Chiara Turati
1994,2007,Bruno Rossion
1994,2007,Hermann Bulf
1994,2007,Valérie Goffaux
1994,2007,Francesca Simion
1995,2007,José C Perales
1995,2007,Andrés Catena
1995,2007,Antonio Maldonado
1995,2007,Antonio Cándido
1996,2007,Elizabeth A Maylor
1996,2007,Matthew A J Roberts
1997,2007,Thomas R Shultz
1997,2007,Yoshio Takane
1998,2007,Jon Andoni Duñabeitia
1998,2007,Manuel Perea
1998,2007,Manuel Carreiras
1999,2007,Mathieu Le Corre
1999,2007,Susan Carey
2000,2006,Jessica Phillips-Silver
2000,2006,Laurel J Trainor
2001,2006,Hadas Shintel
2001,2006,Howard C Nusbaum
2002,2006,Jenny R Saffran
2002,2006,Seth D Pollak
2002,2006,Rebecca L Seibel
2002,2006,Anna Shkolnik
2003,2006,Barbara C Malt
2003,2006,Steven A Sloman
2004,2006,Yuyan Luo
2004,2006,Renée Baillargeon
2005,2006,Patrick Sturt
2006,2006,Ludovic Fabre
2006,2006,Patrick Lemaire
2006,2006,Jonathan Grainger
2007,2006,Martin Corley
2007,2006,Lucy J MacGregor
2007,2006,David I Donaldson
2010,2006,Rebecca Ozdemir
2010,2006,Ardi Roelofs
2010,2006,Willem J M Levelt
2016,2006,Susan A Gelman
2016,2006,Paul Bloom
2017,2006,Anna Papafragou
2017,2006,Kimberly Cassidy
2017,2006,Lila Gleitman
2018,2006,Ori Friedman
2018,2006,Alan M Leslie
2019,2006,Nina Kazanina
2019,2006,Colin Phillips
2021,2006,Lera Boroditsky
2023,2006,Jenn-Yeu Chen
2024,2006,Richard H Yaxley
2024,2006,Rolf A Zwaan
2025,2006,Simon K Rushton
2025,2006,Mark F Bradshaw
2025,2006,Paul A Warren
2026,2006,Anne L Fulkerson
2026,2006,Sandra R Waxman
2027,2006,Sorel Cahan
2027,2006,Yaniv Mor
2028,2006,Marco Casarotti
2028,2006,Marika Michielin
2028,2006,Marco Zorzi
2028,2006,Carlo Umiltà
2029,2006,John E Opfer
2029,2006,Megan J Bulloch
2030,2006,Annie E Wertz
2030,2006,Timsin C German
2031,2006,Josep Call
2032,2006,Olga Kochukhova
2032,2006,Gustaf Gredebäck
2033,2006,Joseph Glicksohn
2033,2006,Revital Naor-Ziv
2033,2006,Rotem Leshem
2034,2006,Katrin Linser
2034,2006,Thomas Goschke
2035,2006,Britta Stolterfoht
2035,2006,Angela D Friederici
2035,2006,Kai Alter
2035,2006,Anita Steube
2036,2006,Anna Stone
2036,2006,Tim Valentine
2037,2006,Kathryn Bock
2037,2006,Gary S Dell
2037,2006,Franklin Chang
2037,2006,Kristine H Onishi
2038,2006,Yoonhyoung Lee
2038,2006,Hanjung Lee
2038,2006,Peter C Gordon
2039,2006,Elsa Spinelli
2039,2006,Florent Gros-Balthazard
2040,2006,Andrew P Bayliss
2040,2006,Alexandra Frischen
2040,2006,Mark J Fenske
2040,2006,Steven P Tipper
2041,2006,Josh McDermott
2041,2006,Marc D Hauser
2042,2006,Ian Cunnings
2042,2006,Harald Clahsen
2043,2006,Iris Berent
2043,2006,Donca Steriade
2043,2006,Tracy Lennertz
2043,2006,Vered Vaknin
2044,2006,Derek G Moore
2044,2006,Julia E Goodwin
2044,2006,Rachel George
2044,2006,Emma L Axelsson
2044,2006,Fleur M B Braddick
2045,2006,Jennifer Sootsman Buresh
2045,2006,Amanda L Woodward
2046,2006,India Morrison
2046,2006,Ellen Poliakoff
2046,2006,Lucy Gordon
2046,2006,Paul Downing
2047,2006,David January
2047,2006,Edward Kako
2048,2006,Y Yamazaki
2048,2006,U Aust
2048,2006,L Huber
2048,2006,M Hausmann
2048,2006,O Güntürkün
2049,2006,Doris Eckstein
2049,2006,Walter J Perrig
2050,2006,R J R Blair
2051,2006,Iris Berent
2051,2006,Vered Vaknin
2051,2006,Gary F Marcus
2052,2006,Ehren L Newman
2052,2006,Jeremy B Caplan
2052,2006,Matthew P Kirschen
2052,2006,Igor O Korolev
2052,2006,Robert Sekuler
2052,2006,Michael J Kahana
2053,2006,Holly P Branigan
2053,2006,Martin J Pickering
2053,2006,Janet F McLean
2053,2006,Alexandra A Cleland
2054,2006,Marie-Line Bosse
2054,2006,Marie Josèphe Tainturier
2054,2006,Sylviane Valdois
2055,2006,Jennifer Boyer
2055,2006,Tony Ro
2056,2006,Bruce F Pennington
2057,2006,Elinor McKone
2057,2006,Rachel Robbins
2058,2006,Shoba Bandi-Rao
2058,2006,Gregory L Murphy
2059,2006,Francesco Pavani
2059,2006,Giovanni Galfano
2060,2006,Caroline F Rowland
2061,2006,Anthony P Atkinson
2061,2006,Mary L Tunstall
2061,2006,Winand H Dittrich
2062,2006,Louis Goldstein
2062,2006,Marianne Pouplier
2062,2006,Larissa Chen
2062,2006,Elliot Saltzman
2062,2006,Dani Byrd
2063,2006,Andrea Kiesel
2063,2006,Wilfried Kunde
2063,2006,Joachim Hoffmann
2064,2006,Edouard Machery
2065,2006,Karin Stromswold
2066,2006,Paul E Dux
2066,2006,Irina M Harris
2067,2006,Ian A Apperly
2067,2006,Dana Samson
2067,2006,Claudia Chiavarino
2067,2006,Wai-Ling Bickerton
2067,2006,Glyn W Humphreys
2068,2006,Isabel Gauthier
2068,2006,Cindy Bukach
2069,2006,Wataru Sato
2069,2006,Sakiko Yoshikawa
2070,2006,Sandra C Lozano
2070,2006,Bridgette Martin Hard
2070,2006,Barbara Tversky
2071,2006,Ceri T Trevethan
2071,2006,Arash Sahraie
2071,2006,Larry Weiskrantz
2072,2006,Simon E Fisher
2073,2006,Evan Balaban
2074,2006,Gary F Marcus
2075,2006,Franck Ramus
2076,2006,Karl Halvor Teigen
2076,2006,Gideon Keren
2077,2006,Daniele Amati
2077,2006,Tim Shallice
2078,2006,Anna Papafragou
2078,2006,Peggy Li
2078,2006,Youngon Choi
2078,2006,Chung-Hye Han
2079,2006,Janet F Werker
2079,2006,Ferran Pons
2079,2006,Christiane Dietrich
2079,2006,Sachiyo Kajikawa
2079,2006,Laurel Fais
2079,2006,Shigeaki Amano
2080,2006,Katya Tentori
2080,2006,Vincenzo Crupi
2080,2006,Nicolao Bonini
2080,2006,Daniel Osherson
2081,2006,Thomas L Griffiths
2081,2006,Joshua B Tenenbaum
2082,2006,Heidi Kloos
2083,2006,Erin Conwell
2083,2006,Katherine Demuth
2084,2006,Bruno Gauthier
2084,2006,Rushen Shi
2084,2006,Yi Xu
2085,2006,Rachel Robbins
2085,2006,Elinor McKone
2086,2006,Andrew C Connolly
2086,2006,Jerry A Fodor
2086,2006,Lila R Gleitman
2086,2006,Henry Gleitman
2087,2006,Louise Connell
2088,2006,Véronique Boulenger
2088,2006,Nathalie Décoppet
2088,2006,Alice C Roy
2088,2006,Yves Paulignan
2088,2006,Tatjana A Nazir
2089,2006,Krista Casler
2089,2006,Deborah Kelemen
2090,2006,Chris Donlan
2090,2006,Richard Cowan
2090,2006,Elizabeth J Newton
2090,2006,Delyth Lloyd
2091,2006,Philip T Quinlan
2091,2006,Han L J van der Maas
2091,2006,Brenda R J Jansen
2091,2006,Olaf Booij
2091,2006,Mark Rendell
2092,2006,Maryanne Martin
2092,2006,Gregory V Jones
2093,2006,F-X Alario
2093,2006,Laetitia Perre
2093,2006,Caroline Castel
2093,2006,Johannes C Ziegler
2094,2006,Bruno H Repp
2095,2005,Jacob Feldman
2095,2005,Patrice D Tremoulet
2096,2006,Teresa Farroni
2096,2006,Stefano Massaccesi
2096,2006,Enrica Menon
2096,2006,Mark H Johnson
2097,2006,Ioanna Georgiou
2097,2006,Cristina Becchio
2097,2006,Scott Glover
2097,2006,Umberto Castiello
2098,2006,Webb Phillips
2098,2006,Laurie R Santos
2099,2006,Ellen Poliakoff
2099,2006,Eleanor Miles
2099,2006,Xinying Li
2099,2006,Isabelle Blanchette
2100,2006,Teodora Gliga
2100,2006,Ghislaine Dehaene-Lambertz
2101,2006,Laurence Rousselle
2101,2006,Marie-Pascale Noël
2102,2006,Isabelle Peretz
2103,2006,Matthew Goldrick
2103,2006,Brenda Rapp
2104,2006,Margaret C McKinnon
2104,2006,Morris Moscovitch
2105,2006,Ula Cartwright-Finch
2105,2006,Nilli Lavie
2106,2006,Daniel Sanabria
2106,2006,Charles Spence
2106,2006,Salvador Soto-Faraco
2107,2006,Céline Chéreau
2107,2006,M Gareth Gaskell
2107,2006,Nicolas Dumay
2108,2006,Katinka Dijkstra
2108,2006,Michael P Kaschak
2108,2006,Rolf A Zwaan
2109,2006,Paul Kay
2109,2006,Terry Regier
2110,2006,Patric Bach
2110,2006,Steven P Tipper
2111,2006,Asif A Ghazanfar
2111,2006,Kristina Nielsen
2111,2006,Nikos K Logothetis
2112,2006,Elan Barenholtz
2112,2006,Jacob Feldman
2113,2005,Sandeep Prasada
2113,2005,Elaine M Dillingham
2114,2005,Asifa Majid
2114,2005,Anthony J Sanford
2114,2005,Martin J Pickering
2116,2006,Shanley Allen
2116,2006,Asli Ozyürek
2116,2006,Sotaro Kita
2116,2006,Amanda Brown
2116,2006,Reyhan Furman
2116,2006,Tomoko Ishizuka
2116,2006,Mihoko Fujii
2117,2006,Jun Saiki
2117,2006,Hirofumi Miyatsuji
2118,2006,Daniel Richardson
2118,2006,Teenie Matlock
2119,2006,David Howard
2119,2006,Lyndsey Nickels
2119,2006,Max Coltheart
2119,2006,Jennifer Cole-Virtue
2120,2006,Lance J Rips
2120,2006,Jennifer Asmuth
2120,2006,Amber Bloomfield
2121,2006,Brian Hare
2121,2006,Josep Call
2121,2006,Michael Tomasello
2122,2006,E Bigand
2122,2006,B Poulin-Charronnat
2123,2006,W Tecumseh Fitch
2124,2006,Jamshed J Bharucha
2124,2006,Meagan Curtis
2124,2006,Kaivon Paroo
2125,2006,K Lawrence
2125,2006,A Jones
2125,2006,L Oreland
2125,2006,D Spektor
2125,2006,W Mandy
2125,2006,R Campbell
2125,2006,D Skuse
2126,2005,Liqi Zhu
2126,2005,Gerd Gigerenzer
2130,2005,Ray Jackendoff
2130,2005,Fred Lerdahl
2131,2005,Sanae Okamoto-Barth
2131,2005,Nobuyuki Kawai
2132,2005,Sandra E Trehub
2132,2005,Erin E Hannon
2133,2005,Cynthia Fisher
2133,2005,Stacy L Klingler
2133,2005,Hyun-Joo Song
2134,2005,Sharon Peperkamp
2134,2005,Rozenn Le Calvez
2134,2005,Jean-Pierre Nadal
2134,2005,Emmanuel Dupoux
2135,2005,Shlomi Sher
2135,2005,Craig R M McKenzie
2136,2005,Julie Franck
2136,2005,Glenda Lassi
2136,2005,Ulrich H Frauenfelder
2136,2005,Luigi Rizzi
2137,2005,Rebecca Saxe
2137,2005,Tania Tzelnic
2137,2005,Susan Carey
2138,2005,Marko Nardini
2138,2005,Neil Burgess
2138,2005,Kate Breckenridge
2138,2005,Janette Atkinson
2139,2005,C S Green
2139,2005,D Bavelier
2140,2005,Moises Betancort
2140,2005,Manuel Carreiras
2140,2005,Carlos Acuña-Fariña
2141,2005,Markus Bindemann
2141,2005,A Mike Burton
2141,2005,Rob Jenkins
2145,2005,Deena Skolnick
2145,2005,Paul Bloom
2146,2005,Marco Bertamini
2146,2005,Theodore E Parks
2147,2005,A N Rich
2147,2005,J L Bradshaw
2147,2005,J B Mattingley
2148,2005,Timothy Justus
2148,2005,Alexandra List
2149,2005,Thierry Nazzi
2150,2004,Judy Plantinga
2150,2004,Laurel J Trainor
2151,2005,Chris Davis
2151,2005,Jeesun Kim
2152,2005,Edward Kako
2153,2005,Michael Snodgrass
2153,2005,Howard Shevrin
2154,2005,Bradley W Vines
2154,2005,Carol L Krumhansl
2154,2005,Marcelo M Wanderley
2154,2005,Daniel J Levitin
2155,2005,Keith J Fernandes
2155,2005,Gary F Marcus
2155,2005,Jennifer A Di Nubila
2155,2005,Athena Vouloumanos
2156,2005,Tim P German
2156,2005,Jessica A Hehman
2157,2005,Noam Sagiv
2157,2005,Julia Simner
2157,2005,James Collins
2157,2005,Brian Butterworth
2157,2005,Jamie Ward
2158,2005,Amy S Desroches
2158,2005,Marc F Joanisse
2158,2005,Erin K Robertson
2159,2005,Cara DiYanni
2159,2005,Deborah Kelemen
2160,2005,Jonathan I Flombaum
2160,2005,Justin A Junge
2160,2005,Marc D Hauser
2161,2004,Lisa Feigenson
2161,2004,Susan Carey
2162,2004,Shelia M Kennison
2163,2005,Ulrike Hahn
2163,2005,Todd M Bailey
2164,2005,Zsuzsa Káldy
2164,2005,Alan M Leslie
2165,2004,Matthew M Botvinick
2166,2004,Valeria Anna Sovrano
2166,2004,Angelo Bisazza
2166,2004,Giorgio Vallortigara
2168,2005,Juan M Toro
2168,2005,Scott Sinnett
2168,2005,Salvador Soto-Faraco
2169,2005,Stella F Lourenco
2169,2005,Janellen Huttenlocher
2170,2005,Vikram K Jaswal
2171,2005,Barbara Landau
2171,2005,James E Hoffman
2171,2005,Nicole Kurz
2172,2005,Andrea Weber
2172,2005,Martine Grice
2172,2005,Matthew W Crocker
2173,2005,Richard Cowan
2173,2005,Daniel P J Carney
2174,2005,Shaun Nichols
2174,2005,Ron Mallon
2175,2004,Min Wang
2175,2004,Charles A Perfetti
2175,2004,Ying Liu
2176,2004,David Barner
2176,2004,Jesse Snedeker
2177,2005,Justin N Wood
2177,2005,Elizabeth S Spelke
2178,2005,Jean-Baptiste Van der Henst
2178,2005,Walter Schaeken
2179,2005,Charles Hulme
2179,2005,Markéta Caravolas
2179,2005,Gabriela Málková
2179,2005,Sophie Brigstocke
2180,2005,Kirsten Thorpe
